Real Date,Bytes,X,Y,Last Seen,Associated,Test Point,RMSE
2022-09-02 17:07:26,8389,0.0,25.154285,2022-09-02T17:07:25.412+0100,True,4,19.347129119629734
2022-09-02 17:07:27,5313,0.0,25.154285,2022-09-02T17:07:25.412+0100,True,4,19.347129119629734
2022-09-02 17:07:27,8389,0.0,25.154285,2022-09-02T17:07:27.446+0100,True,4,19.347129119629734
2022-09-02 17:07:29,5313,0.0,25.154285,2022-09-02T17:07:27.446+0100,True,4,19.347129119629734
2022-09-02 17:07:30,10167,0.0,25.154285,2022-09-02T17:07:29.454+0100,True,4,19.347129119629734
2022-09-02 17:07:30,6032,0.0,25.154285,2022-09-02T17:07:29.454+0100,True,4,19.347129119629734
2022-09-02 17:07:31,94003,0.0,25.154285,2022-09-02T17:07:31.503+0100,True,4,19.347129119629734
2022-09-02 17:07:33,5537,0.0,25.154285,2022-09-02T17:07:31.503+0100,True,4,19.347129119629734
2022-09-02 17:07:34,8628,0.0,25.154285,2022-09-02T17:07:33.560+0100,True,4,19.347129119629734
2022-09-02 17:07:35,5448,0.0,25.154285,2022-09-02T17:07:33.560+0100,True,4,19.347129119629734
2022-09-02 17:07:36,8576,0.0,31.442858,2022-09-02T17:07:35.590+0100,True,4,15.33177831586682
2022-09-02 17:07:37,1916121,0.0,31.442858,2022-09-02T17:07:35.590+0100,True,4,15.33177831586682
2022-09-02 17:07:38,1340071,0.0,31.442858,2022-09-02T17:07:37.583+0100,True,4,15.33177831586682
2022-09-02 17:07:39,5448,0.0,31.442858,2022-09-02T17:07:37.583+0100,True,4,15.33177831586682
2022-09-02 17:07:40,8576,0.0,31.442858,2022-09-02T17:07:39.585+0100,True,4,15.33177831586682
2022-09-02 17:07:41,5448,0.0,31.442858,2022-09-02T17:07:39.585+0100,True,4,15.33177831586682
2022-09-02 17:07:42,8679,0.0,37.73143,2022-09-02T17:07:41.587+0100,True,4,13.225269430605184
2022-09-02 17:07:43,5726,0.0,37.73143,2022-09-02T17:07:41.587+0100,True,4,13.225269430605184
2022-09-02 17:07:44,8635,3.183307,35.492134,2022-09-02T17:07:43.588+0100,True,4,10.669729088487909
2022-09-02 17:07:45,1382161,3.183307,35.492134,2022-09-02T17:07:43.588+0100,True,4,10.669729088487909
2022-09-02 17:07:46,4195402,3.8041584,35.407516,2022-09-02T17:07:45.589+0100,True,4,10.126669339695976
2022-09-02 17:07:47,5448,3.8041584,35.407516,2022-09-02T17:07:45.589+0100,True,4,10.126669339695976
2022-09-02 17:07:48,8579,7.283334,44.02,2022-09-02T17:07:47.606+0100,True,4,7.465096093626392
2022-09-02 17:07:49,5448,7.283334,44.02,2022-09-02T17:07:47.606+0100,True,4,7.465096093626392
2022-09-02 17:07:50,8631,7.283334,44.02,2022-09-02T17:07:49.623+0100,True,4,7.465096093626392
2022-09-02 17:07:51,5500,7.283334,44.02,2022-09-02T17:07:49.623+0100,True,4,7.465096093626392
2022-09-02 17:07:52,8631,7.283334,44.02,2022-09-02T17:07:51.647+0100,True,4,7.465096093626392
2022-09-02 17:07:53,6170034,7.283334,44.02,2022-09-02T17:07:51.647+0100,True,4,7.465096093626392
2022-09-02 17:07:54,8579,7.283334,44.02,2022-09-02T17:07:53.720+0100,True,4,7.465096093626392
2022-09-02 17:07:55,5552,7.283334,44.02,2022-09-02T17:07:53.720+0100,True,4,7.465096093626392
2022-09-02 17:07:56,14463,7.283334,44.02,2022-09-02T17:07:55.763+0100,True,4,7.465096093626392
