Unnamed: 0,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point,associated,locComputeType
7108,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:11.531+0100,2022-07-11 11:32:11,31.20790781273234,7,,
7109,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:11.531+0100,2022-07-11 11:32:12,31.20790781273234,7,,
7110,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:13.534+0100,2022-07-11 11:32:13,31.20790781273234,7,,
7111,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:13.534+0100,2022-07-11 11:32:14,31.20790781273234,7,,
7112,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:15.588+0100,2022-07-11 11:32:15,31.20790781273234,7,,
7113,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:15.588+0100,2022-07-11 11:32:16,31.20790781273234,7,,
7114,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:17.625+0100,2022-07-11 11:32:18,31.20790781273234,7,,
7115,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:17.625+0100,2022-07-11 11:32:19,31.20790781273234,7,,
7116,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:19.627+0100,2022-07-11 11:32:20,31.20790781273234,7,,
7117,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:19.627+0100,2022-07-11 11:32:21,31.20790781273234,7,,
7118,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:21.660+0100,2022-07-11 11:32:22,31.20790781273234,7,,
7119,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:21.660+0100,2022-07-11 11:32:23,31.20790781273234,7,,
7120,dc:a6:32:26:67:ab,21.85,44.02,88,-58,2022-07-11T11:32:23.692+0100,2022-07-11 11:32:24,31.20790781273234,7,,
7121,dc:a6:32:26:67:ab,21.85,44.02,88,-58,2022-07-11T11:32:23.692+0100,2022-07-11 11:32:25,31.20790781273234,7,,
7122,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:25.771+0100,2022-07-11 11:32:26,31.20790781273234,7,,
7123,dc:a6:32:26:67:ab,21.85,44.02,88,-59,2022-07-11T11:32:27.772+0100,2022-07-11 11:32:27,31.20790781273234,7,,
7124,dc:a6:32:26:67:ab,21.85,44.02,88,-59,2022-07-11T11:32:27.772+0100,2022-07-11 11:32:28,31.20790781273234,7,,
7125,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:29.807+0100,2022-07-11 11:32:29,31.20790781273234,7,,
7126,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:29.807+0100,2022-07-11 11:32:31,31.20790781273234,7,,
7127,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:31.871+0100,2022-07-11 11:32:32,31.20790781273234,7,,
7128,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:31.871+0100,2022-07-11 11:32:33,31.20790781273234,7,,
7129,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:33.872+0100,2022-07-11 11:32:34,31.20790781273234,7,,
7130,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:33.872+0100,2022-07-11 11:32:35,31.20790781273234,7,,
7131,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:35.962+0100,2022-07-11 11:32:36,31.20790781273234,7,,
7132,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:35.962+0100,2022-07-11 11:32:37,31.20790781273234,7,,
7133,dc:a6:32:26:67:ab,23.820597,38.299744,80,-60,2022-07-11T11:32:38.111+0100,2022-07-11 11:32:38,25.293010578548863,7,,
7134,dc:a6:32:26:67:ab,23.820597,38.299744,80,-60,2022-07-11T11:32:38.111+0100,2022-07-11 11:32:39,25.293010578548863,7,,
7135,dc:a6:32:26:67:ab,24.223932,36.66342,80,-56,2022-07-11T11:32:40.142+0100,2022-07-11 11:32:40,23.626808842849343,7,,
7136,dc:a6:32:26:67:ab,24.223932,36.66342,80,-56,2022-07-11T11:32:40.142+0100,2022-07-11 11:32:41,23.626808842849343,7,,
7137,dc:a6:32:26:67:ab,24.220987,36.71423,80,-58,2022-07-11T11:32:42.173+0100,2022-07-11 11:32:43,23.67768446331248,7,,
7138,dc:a6:32:26:67:ab,24.220987,36.71423,80,-58,2022-07-11T11:32:42.173+0100,2022-07-11 11:32:44,23.67768446331248,7,,
7139,dc:a6:32:26:67:ab,24.193598,36.805233,80,-56,2022-07-11T11:32:44.205+0100,2022-07-11 11:32:45,23.770705053384788,7,,
7140,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:46.250+0100,2022-07-11 11:32:46,31.20790781273234,7,,
7141,dc:a6:32:26:67:ab,21.85,44.02,80,-57,2022-07-11T11:32:46.250+0100,2022-07-11 11:32:47,31.20790781273234,7,,
7142,dc:a6:32:26:67:ab,21.85,44.02,88,-58,2022-07-11T11:32:48.287+0100,2022-07-11 11:32:48,31.20790781273234,7,,
7143,dc:a6:32:26:67:ab,21.85,44.02,88,-58,2022-07-11T11:32:48.287+0100,2022-07-11 11:32:49,31.20790781273234,7,,
7144,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:50.345+0100,2022-07-11 11:32:50,31.20790781273234,7,,
7145,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:50.345+0100,2022-07-11 11:32:51,31.20790781273234,7,,
7146,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:52.418+0100,2022-07-11 11:32:53,31.20790781273234,7,,
7147,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:52.418+0100,2022-07-11 11:32:54,31.20790781273234,7,,
7148,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:54.451+0100,2022-07-11 11:32:55,31.20790781273234,7,,
7149,dc:a6:32:26:67:ab,21.85,44.02,88,-57,2022-07-11T11:32:54.451+0100,2022-07-11 11:32:56,31.20790781273234,7,,
7150,dc:a6:32:26:67:ab,21.85,44.02,88,-58,2022-07-11T11:32:56.574+0100,2022-07-11 11:32:57,31.20790781273234,7,,
7151,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:58.624+0100,2022-07-11 11:32:58,31.20790781273234,7,,
7152,dc:a6:32:26:67:ab,21.85,44.02,80,-58,2022-07-11T11:32:58.624+0100,2022-07-11 11:32:59,31.20790781273234,7,,
7153,dc:a6:32:26:67:ab,25.656849,34.772,80,-56,2022-07-11T11:33:00.655+0100,2022-07-11 11:33:00,21.65667475967262,7,,
7154,dc:a6:32:26:67:ab,25.656849,34.772,80,-56,2022-07-11T11:33:00.655+0100,2022-07-11 11:33:02,21.65667475967262,7,,
7155,dc:a6:32:26:67:ab,25.889006,33.666412,80,-58,2022-07-11T11:33:02.685+0100,2022-07-11 11:33:03,20.546166182052072,7,,
7156,dc:a6:32:26:67:ab,25.889006,33.666412,80,-58,2022-07-11T11:33:02.685+0100,2022-07-11 11:33:04,20.546166182052072,7,,
7157,dc:a6:32:26:67:ab,25.243896,33.96973,80,-57,2022-07-11T11:33:04.716+0100,2022-07-11 11:33:05,20.870476711179265,7,,
7158,dc:a6:32:26:67:ab,25.243896,33.96973,80,-57,2022-07-11T11:33:04.716+0100,2022-07-11 11:33:06,20.870476711179265,7,,
7159,dc:a6:32:26:67:ab,24.364714,35.732338,80,-56,2022-07-11T11:33:06.772+0100,2022-07-11 11:33:07,22.6871733097916,7,,
7160,dc:a6:32:26:67:ab,24.364714,35.732338,80,-56,2022-07-11T11:33:06.772+0100,2022-07-11 11:33:08,22.6871733097916,7,,
7161,dc:a6:32:26:67:ab,21.85,44.02,80,-56,2022-07-11T11:33:08.823+0100,2022-07-11 11:33:09,31.20790781273234,7,,
7162,dc:a6:32:26:67:ab,21.85,44.02,88,-56,2022-07-11T11:33:10.835+0100,2022-07-11 11:33:11,31.20790781273234,7,,
7163,dc:a6:32:26:67:ab,21.85,44.02,88,-56,2022-07-11T11:33:10.835+0100,2022-07-11 11:33:12,31.20790781273234,7,,
7164,dc:a6:32:26:67:ab,21.85,44.02,80,-56,2022-07-11T11:33:12.866+0100,2022-07-11 11:33:13,31.20790781273234,7,,
