Unnamed: 0,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point,associated,locComputeType
23078,f4:02:28:5a:28:63,50.983337,44.02,112,-66,2022-07-20T17:08:04.887+0100,2022-07-20 17:08:05,54.203361635227466,24,True,AOA
23079,f4:02:28:5a:28:63,50.983337,44.02,112,-66,2022-07-20T17:08:04.887+0100,2022-07-20 17:08:06,54.203361635227466,24,True,AOA
23080,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:07.069+0100,2022-07-20 17:08:07,54.203361635227466,24,True,AOA
23081,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:07.069+0100,2022-07-20 17:08:08,54.203361635227466,24,True,AOA
23082,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:09.081+0100,2022-07-20 17:08:09,54.203361635227466,24,True,AOA
23083,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:09.081+0100,2022-07-20 17:08:10,54.203361635227466,24,True,AOA
23084,f4:02:28:5a:28:63,50.983337,44.02,96,-66,2022-07-20T17:08:11.119+0100,2022-07-20 17:08:11,54.203361635227466,24,True,AOA
23085,f4:02:28:5a:28:63,50.983337,44.02,96,-66,2022-07-20T17:08:11.119+0100,2022-07-20 17:08:12,54.203361635227466,24,True,AOA
23086,f4:02:28:5a:28:63,50.983337,44.02,112,-67,2022-07-20T17:08:13.126+0100,2022-07-20 17:08:14,54.203361635227466,24,True,AOA
23087,f4:02:28:5a:28:63,50.983337,44.02,112,-67,2022-07-20T17:08:13.126+0100,2022-07-20 17:08:15,54.203361635227466,24,True,AOA
23088,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:15.244+0100,2022-07-20 17:08:16,54.203361635227466,24,True,AOA
23089,f4:02:28:5a:28:63,50.983337,44.02,96,-65,2022-07-20T17:08:15.244+0100,2022-07-20 17:08:17,54.203361635227466,24,True,AOA
23090,f4:02:28:5a:28:63,50.983337,44.02,96,-66,2022-07-20T17:08:17.397+0100,2022-07-20 17:08:18,54.203361635227466,24,True,AOA
23091,f4:02:28:5a:28:63,50.983337,44.02,112,-67,2022-07-20T17:08:19.498+0100,2022-07-20 17:08:19,54.203361635227466,24,True,AOA
23092,f4:02:28:5a:28:63,50.983337,44.02,112,-67,2022-07-20T17:08:19.498+0100,2022-07-20 17:08:20,54.203361635227466,24,True,AOA
23093,f4:02:28:5a:28:63,50.983337,44.02,96,-64,2022-07-20T17:08:21.533+0100,2022-07-20 17:08:21,54.203361635227466,24,True,AOA
23094,f4:02:28:5a:28:63,50.983337,44.02,96,-64,2022-07-20T17:08:21.533+0100,2022-07-20 17:08:22,54.203361635227466,24,True,AOA
23095,f4:02:28:5a:28:63,50.983337,44.02,112,-65,2022-07-20T17:08:23.653+0100,2022-07-20 17:08:23,54.203361635227466,24,True,AOA
23096,f4:02:28:5a:28:63,50.983337,44.02,112,-65,2022-07-20T17:08:23.653+0100,2022-07-20 17:08:24,54.203361635227466,24,True,AOA
23097,f4:02:28:5a:28:63,50.983337,44.02,112,-66,2022-07-20T17:08:25.633+0100,2022-07-20 17:08:26,54.203361635227466,24,True,AOA
