Unnamed: 0,macAddress,locationCoordinate_x,locationCoordinate_y,confidenceFactor,maxDetectedRssi,CMX_lastSeen,Real_Time,RMSE,Test_point,associated,locComputeType
3861,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:28.925+0100,2022-07-08 15:37:30,4.868767193989051,4,,
3862,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:30.935+0100,2022-07-08 15:37:31,4.868767193989051,4,,
3863,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:30.935+0100,2022-07-08 15:37:32,4.868767193989051,4,,
3864,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:33.036+0100,2022-07-08 15:37:33,4.868767193989051,4,,
3865,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:33.036+0100,2022-07-08 15:37:34,4.868767193989051,4,,
3866,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:35.038+0100,2022-07-08 15:37:35,4.868767193989051,4,,
3867,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:35.038+0100,2022-07-08 15:37:36,4.868767193989051,4,,
3868,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:37.145+0100,2022-07-08 15:37:38,4.868767193989051,4,,
3869,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:37.145+0100,2022-07-08 15:37:39,4.868767193989051,4,,
3870,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:39.263+0100,2022-07-08 15:37:40,4.868767193989051,4,,
3871,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:39.263+0100,2022-07-08 15:37:41,4.868767193989051,4,,
3872,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:41.267+0100,2022-07-08 15:37:42,4.868767193989051,4,,
3873,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:43.267+0100,2022-07-08 15:37:43,4.868767193989051,4,,
3874,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:43.267+0100,2022-07-08 15:37:44,4.868767193989051,4,,
3875,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:45.274+0100,2022-07-08 15:37:45,4.868767193989051,4,,
3876,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:45.274+0100,2022-07-08 15:37:46,4.868767193989051,4,,
3877,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:47.333+0100,2022-07-08 15:37:47,4.868767193989051,4,,
3878,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:37:47.333+0100,2022-07-08 15:37:48,4.868767193989051,4,,
3879,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:49.339+0100,2022-07-08 15:37:49,4.868767193989051,4,,
3880,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:49.339+0100,2022-07-08 15:37:50,4.868767193989051,4,,
3881,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:51.340+0100,2022-07-08 15:37:51,4.868767193989051,4,,
3882,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:51.340+0100,2022-07-08 15:37:52,4.868767193989051,4,,
3883,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:53.448+0100,2022-07-08 15:37:53,4.868767193989051,4,,
3884,dc:a6:32:26:67:ab,14.566668,44.02,80,-46,2022-07-08T15:37:53.448+0100,2022-07-08 15:37:54,4.868767193989051,4,,
3885,dc:a6:32:26:67:ab,21.85,44.02,80,-45,2022-07-08T15:37:55.463+0100,2022-07-08 15:37:55,9.888174841496284,4,,
3886,dc:a6:32:26:67:ab,21.85,44.02,80,-45,2022-07-08T15:37:55.463+0100,2022-07-08 15:37:57,9.888174841496284,4,,
3887,dc:a6:32:26:67:ab,21.85,44.02,80,-47,2022-07-08T15:37:57.485+0100,2022-07-08 15:37:58,9.888174841496284,4,,
3888,dc:a6:32:26:67:ab,21.85,44.02,80,-47,2022-07-08T15:37:57.485+0100,2022-07-08 15:37:59,9.888174841496284,4,,
3889,dc:a6:32:26:67:ab,21.232239,37.094265,80,-47,2022-07-08T15:37:59.493+0100,2022-07-08 15:38:00,8.422188109444363,4,,
3890,dc:a6:32:26:67:ab,21.232239,37.094265,80,-47,2022-07-08T15:37:59.493+0100,2022-07-08 15:38:01,8.422188109444363,4,,
3891,dc:a6:32:26:67:ab,17.566906,27.472158,80,-47,2022-07-08T15:38:01.599+0100,2022-07-08 15:38:02,12.700616086324318,4,,
3892,dc:a6:32:26:67:ab,17.566906,27.472158,80,-47,2022-07-08T15:38:01.599+0100,2022-07-08 15:38:03,12.700616086324318,4,,
3893,dc:a6:32:26:67:ab,17.543533,27.62065,80,-46,2022-07-08T15:38:03.635+0100,2022-07-08 15:38:04,12.553367463546545,4,,
3894,dc:a6:32:26:67:ab,17.543533,27.62065,80,-46,2022-07-08T15:38:03.635+0100,2022-07-08 15:38:05,12.553367463546545,4,,
3895,dc:a6:32:26:67:ab,15.180516,35.250153,80,-45,2022-07-08T15:38:05.707+0100,2022-07-08 15:38:06,4.604963549656505,4,,
3896,dc:a6:32:26:67:ab,15.180516,35.250153,80,-45,2022-07-08T15:38:05.707+0100,2022-07-08 15:38:07,4.604963549656505,4,,
3897,dc:a6:32:26:67:ab,15.185652,35.37842,80,-45,2022-07-08T15:38:07.735+0100,2022-07-08 15:38:08,4.492927536569449,4,,
3898,dc:a6:32:26:67:ab,7.283334,44.02,80,-47,2022-07-08T15:38:09.749+0100,2022-07-08 15:38:09,7.465096093626392,4,,
3899,dc:a6:32:26:67:ab,7.283334,44.02,80,-47,2022-07-08T15:38:09.749+0100,2022-07-08 15:38:10,7.465096093626392,4,,
3900,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:11.757+0100,2022-07-08 15:38:11,4.868767193989051,4,,
3901,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:11.757+0100,2022-07-08 15:38:12,4.868767193989051,4,,
3902,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:13.779+0100,2022-07-08 15:38:14,4.868767193989051,4,,
3903,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:13.779+0100,2022-07-08 15:38:15,4.868767193989051,4,,
3904,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:15.783+0100,2022-07-08 15:38:16,4.868767193989051,4,,
3905,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:38:15.783+0100,2022-07-08 15:38:17,4.868767193989051,4,,
3906,dc:a6:32:26:67:ab,7.283334,44.02,80,-45,2022-07-08T15:38:17.809+0100,2022-07-08 15:38:18,7.465096093626392,4,,
3907,dc:a6:32:26:67:ab,7.283334,44.02,80,-45,2022-07-08T15:38:17.809+0100,2022-07-08 15:38:19,7.465096093626392,4,,
3908,dc:a6:32:26:67:ab,7.283334,44.02,80,-46,2022-07-08T15:38:19.841+0100,2022-07-08 15:38:20,7.465096093626392,4,,
3909,dc:a6:32:26:67:ab,7.283334,44.02,80,-46,2022-07-08T15:38:19.841+0100,2022-07-08 15:38:21,7.465096093626392,4,,
3910,dc:a6:32:26:67:ab,7.283334,44.02,80,-46,2022-07-08T15:38:21.864+0100,2022-07-08 15:38:22,7.465096093626392,4,,
3911,dc:a6:32:26:67:ab,7.283334,44.02,80,-46,2022-07-08T15:38:21.864+0100,2022-07-08 15:38:23,7.465096093626392,4,,
3912,dc:a6:32:26:67:ab,7.283334,44.02,80,-45,2022-07-08T15:38:23.871+0100,2022-07-08 15:38:24,7.465096093626392,4,,
3913,dc:a6:32:26:67:ab,7.283334,44.02,80,-45,2022-07-08T15:38:23.871+0100,2022-07-08 15:38:25,7.465096093626392,4,,
3914,dc:a6:32:26:67:ab,0.03546444,36.026085,80,-45,2022-07-08T15:38:25.876+0100,2022-07-08 15:38:26,13.508342339069316,4,,
3915,dc:a6:32:26:67:ab,0.45575848,36.131847,80,-45,2022-07-08T15:38:27.912+0100,2022-07-08 15:38:27,13.074948612969589,4,,
3916,dc:a6:32:26:67:ab,0.45575848,36.131847,80,-45,2022-07-08T15:38:27.912+0100,2022-07-08 15:38:29,13.074948612969589,4,,
3917,dc:a6:32:26:67:ab,0.0,37.73143,80,-47,2022-07-08T15:38:29.925+0100,2022-07-08 15:38:30,13.225269430605184,4,,
3918,dc:a6:32:26:67:ab,0.0,37.73143,80,-47,2022-07-08T15:38:29.925+0100,2022-07-08 15:38:31,13.225269430605184,4,,
3919,dc:a6:32:26:67:ab,0.0,44.02,88,-45,2022-07-08T15:38:31.948+0100,2022-07-08 15:38:32,13.922799061108366,4,,
3920,dc:a6:32:26:67:ab,0.0,44.02,88,-45,2022-07-08T15:38:31.948+0100,2022-07-08 15:38:33,13.922799061108366,4,,
3921,dc:a6:32:26:67:ab,0.0,37.73143,80,-46,2022-07-08T15:38:33.959+0100,2022-07-08 15:38:34,13.225269430605184,4,,
3922,dc:a6:32:26:67:ab,0.0,37.73143,80,-46,2022-07-08T15:38:33.959+0100,2022-07-08 15:38:35,13.225269430605184,4,,
3923,dc:a6:32:26:67:ab,0.0,44.02,80,-45,2022-07-08T15:38:35.957+0100,2022-07-08 15:38:36,13.922799061108366,4,,
3924,dc:a6:32:26:67:ab,0.0,44.02,80,-45,2022-07-08T15:38:35.957+0100,2022-07-08 15:38:37,13.922799061108366,4,,
3925,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:37.971+0100,2022-07-08 15:38:38,13.225269430605184,4,,
3926,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:37.971+0100,2022-07-08 15:38:39,13.225269430605184,4,,
3927,dc:a6:32:26:67:ab,0.0,37.73143,80,-47,2022-07-08T15:38:40.015+0100,2022-07-08 15:38:40,13.225269430605184,4,,
3928,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:42.025+0100,2022-07-08 15:38:42,13.225269430605184,4,,
3929,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:42.025+0100,2022-07-08 15:38:43,13.225269430605184,4,,
3930,dc:a6:32:26:67:ab,0.0,37.73143,88,-45,2022-07-08T15:38:44.092+0100,2022-07-08 15:38:44,13.225269430605184,4,,
3931,dc:a6:32:26:67:ab,0.0,37.73143,88,-45,2022-07-08T15:38:44.092+0100,2022-07-08 15:38:45,13.225269430605184,4,,
3932,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:46.134+0100,2022-07-08 15:38:46,13.225269430605184,4,,
3933,dc:a6:32:26:67:ab,0.0,37.73143,80,-45,2022-07-08T15:38:46.134+0100,2022-07-08 15:38:47,13.225269430605184,4,,
3934,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:48.146+0100,2022-07-08 15:38:48,15.33177831586682,4,,
3935,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:48.146+0100,2022-07-08 15:38:49,15.33177831586682,4,,
3936,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:50.153+0100,2022-07-08 15:38:50,15.33177831586682,4,,
3937,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:50.153+0100,2022-07-08 15:38:51,15.33177831586682,4,,
3938,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:52.182+0100,2022-07-08 15:38:52,15.33177831586682,4,,
3939,dc:a6:32:26:67:ab,0.0,31.442858,80,-45,2022-07-08T15:38:52.182+0100,2022-07-08 15:38:53,15.33177831586682,4,,
3940,dc:a6:32:26:67:ab,0.0,31.442858,80,-46,2022-07-08T15:38:54.197+0100,2022-07-08 15:38:54,15.33177831586682,4,,
3941,dc:a6:32:26:67:ab,0.0,31.442858,80,-46,2022-07-08T15:38:54.197+0100,2022-07-08 15:38:55,15.33177831586682,4,,
3942,dc:a6:32:26:67:ab,0.0,37.73143,80,-46,2022-07-08T15:38:56.219+0100,2022-07-08 15:38:57,13.225269430605184,4,,
3943,dc:a6:32:26:67:ab,0.0,37.73143,80,-46,2022-07-08T15:38:56.219+0100,2022-07-08 15:38:58,13.225269430605184,4,,
3944,dc:a6:32:26:67:ab,10.531522,38.378098,80,-45,2022-07-08T15:38:58.233+0100,2022-07-08 15:38:59,2.775185130143212,4,,
3945,dc:a6:32:26:67:ab,18.926483,31.856203,80,-51,2022-07-08T15:39:00.254+0100,2022-07-08 15:39:00,9.493923536887056,4,,
3946,dc:a6:32:26:67:ab,18.926483,31.856203,80,-51,2022-07-08T15:39:00.254+0100,2022-07-08 15:39:01,9.493923536887056,4,,
3947,dc:a6:32:26:67:ab,26.91661,26.582846,88,-45,2022-07-08T15:39:02.267+0100,2022-07-08 15:39:02,18.80869742787246,4,,
3948,dc:a6:32:26:67:ab,26.91661,26.582846,88,-45,2022-07-08T15:39:02.267+0100,2022-07-08 15:39:03,18.80869742787246,4,,
3949,dc:a6:32:26:67:ab,27.004982,26.433563,88,-45,2022-07-08T15:39:04.273+0100,2022-07-08 15:39:04,18.975059985206187,4,,
3950,dc:a6:32:26:67:ab,27.004982,26.433563,88,-45,2022-07-08T15:39:04.273+0100,2022-07-08 15:39:05,18.975059985206187,4,,
3951,dc:a6:32:26:67:ab,24.320435,20.265316,88,-46,2022-07-08T15:39:06.292+0100,2022-07-08 15:39:06,22.14422037578476,4,,
3952,dc:a6:32:26:67:ab,24.320435,20.265316,88,-46,2022-07-08T15:39:06.292+0100,2022-07-08 15:39:07,22.14422037578476,4,,
3953,dc:a6:32:26:67:ab,21.534302,31.97728,80,-46,2022-07-08T15:39:08.301+0100,2022-07-08 15:39:08,11.198099712333518,4,,
3954,dc:a6:32:26:67:ab,21.534302,31.97728,80,-46,2022-07-08T15:39:08.301+0100,2022-07-08 15:39:09,11.198099712333518,4,,
3955,dc:a6:32:26:67:ab,13.655663,38.896877,80,-46,2022-07-08T15:39:10.307+0100,2022-07-08 15:39:11,0.7122271849754114,4,,
3956,dc:a6:32:26:67:ab,13.655663,38.896877,80,-46,2022-07-08T15:39:10.307+0100,2022-07-08 15:39:12,0.7122271849754114,4,,
3957,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:39:12.402+0100,2022-07-08 15:39:13,4.868767193989051,4,,
3958,dc:a6:32:26:67:ab,14.566668,44.02,80,-45,2022-07-08T15:39:12.402+0100,2022-07-08 15:39:14,4.868767193989051,4,,
3959,dc:a6:32:26:67:ab,9.556248,37.77674,80,-45,2022-07-08T15:39:14.408+0100,2022-07-08 15:39:15,3.906791570604197,4,,
3960,dc:a6:32:26:67:ab,8.387014,36.28414,80,-45,2022-07-08T15:39:16.443+0100,2022-07-08 15:39:16,5.652963746152632,4,,
3961,dc:a6:32:26:67:ab,8.387014,36.28414,80,-45,2022-07-08T15:39:16.443+0100,2022-07-08 15:39:17,5.652963746152632,4,,
3962,dc:a6:32:26:67:ab,9.601553,33.997295,80,-45,2022-07-08T15:39:18.437+0100,2022-07-08 15:39:18,6.424168677850388,4,,
3963,dc:a6:32:26:67:ab,9.601553,33.997295,80,-45,2022-07-08T15:39:18.437+0100,2022-07-08 15:39:19,6.424168677850388,4,,
3964,dc:a6:32:26:67:ab,7.556171,33.59452,80,-48,2022-07-08T15:39:20.440+0100,2022-07-08 15:39:20,8.021887974493348,4,,
3965,dc:a6:32:26:67:ab,7.556171,33.59452,80,-48,2022-07-08T15:39:20.440+0100,2022-07-08 15:39:21,8.021887974493348,4,,
3966,dc:a6:32:26:67:ab,1.5885797,32.80052,80,-45,2022-07-08T15:39:22.487+0100,2022-07-08 15:39:22,13.274421839118572,4,,
3967,dc:a6:32:26:67:ab,1.5885797,32.80052,80,-45,2022-07-08T15:39:22.487+0100,2022-07-08 15:39:23,13.274421839118572,4,,
3968,dc:a6:32:26:67:ab,7.2229776,33.603867,80,-45,2022-07-08T15:39:24.531+0100,2022-07-08 15:39:24,8.250074231641722,4,,
3969,dc:a6:32:26:67:ab,7.2229776,33.603867,80,-45,2022-07-08T15:39:24.531+0100,2022-07-08 15:39:26,8.250074231641722,4,,
3970,dc:a6:32:26:67:ab,12.445205,34.405483,80,-46,2022-07-08T15:39:26.528+0100,2022-07-08 15:39:27,5.010700307984309,4,,
3971,dc:a6:32:26:67:ab,12.445205,34.405483,80,-46,2022-07-08T15:39:26.528+0100,2022-07-08 15:39:28,5.010700307984309,4,,
3972,dc:a6:32:26:67:ab,12.524287,34.416393,80,-45,2022-07-08T15:39:28.531+0100,2022-07-08 15:39:29,4.989779890265504,4,,
3973,dc:a6:32:26:67:ab,14.027336,34.40163,80,-46,2022-07-08T15:39:30.562+0100,2022-07-08 15:39:30,5.050016634732607,4,,
3974,dc:a6:32:26:67:ab,14.027336,34.40163,80,-46,2022-07-08T15:39:30.562+0100,2022-07-08 15:39:31,5.050016634732607,4,,
3975,dc:a6:32:26:67:ab,15.504203,34.787685,80,-45,2022-07-08T15:39:32.560+0100,2022-07-08 15:39:32,5.163986573053225,4,,
3976,dc:a6:32:26:67:ab,15.504203,34.787685,80,-45,2022-07-08T15:39:32.560+0100,2022-07-08 15:39:33,5.163986573053225,4,,
3977,dc:a6:32:26:67:ab,15.164059,34.796474,80,-45,2022-07-08T15:39:34.569+0100,2022-07-08 15:39:34,5.008225659037039,4,,
3978,dc:a6:32:26:67:ab,15.164059,34.796474,80,-45,2022-07-08T15:39:34.569+0100,2022-07-08 15:39:35,5.008225659037039,4,,
3979,dc:a6:32:26:67:ab,15.628494,34.80464,80,-45,2022-07-08T15:39:36.610+0100,2022-07-08 15:39:37,5.207584733017411,4,,
3980,dc:a6:32:26:67:ab,15.628494,34.80464,80,-45,2022-07-08T15:39:36.610+0100,2022-07-08 15:39:38,5.207584733017411,4,,
3981,dc:a6:32:26:67:ab,15.687169,34.812855,80,-45,2022-07-08T15:39:38.647+0100,2022-07-08 15:39:39,5.228902015634452,4,,
3982,dc:a6:32:26:67:ab,15.687169,34.812855,80,-45,2022-07-08T15:39:38.647+0100,2022-07-08 15:39:40,5.228902015634452,4,,
3983,dc:a6:32:26:67:ab,19.822805,35.581703,80,-45,2022-07-08T15:39:40.664+0100,2022-07-08 15:39:41,7.696386398963738,4,,
3984,dc:a6:32:26:67:ab,19.822805,35.581703,80,-45,2022-07-08T15:39:40.664+0100,2022-07-08 15:39:42,7.696386398963738,4,,
3985,dc:a6:32:26:67:ab,24.447773,36.0,80,-45,2022-07-08T15:39:42.669+0100,2022-07-08 15:39:43,11.815234614723868,4,,
3986,dc:a6:32:26:67:ab,24.474384,36.0,80,-45,2022-07-08T15:39:44.687+0100,2022-07-08 15:39:44,11.840742588831835,4,,
3987,dc:a6:32:26:67:ab,24.474384,36.0,80,-45,2022-07-08T15:39:44.687+0100,2022-07-08 15:39:45,11.840742588831835,4,,
3988,dc:a6:32:26:67:ab,23.624159,35.999996,80,-45,2022-07-08T15:39:46.691+0100,2022-07-08 15:39:46,11.028338306628836,4,,
3989,dc:a6:32:26:67:ab,23.624159,35.999996,80,-45,2022-07-08T15:39:46.691+0100,2022-07-08 15:39:47,11.028338306628836,4,,
3990,dc:a6:32:26:67:ab,24.001375,36.0,80,-45,2022-07-08T15:39:48.701+0100,2022-07-08 15:39:49,11.388092445472376,4,,
3991,dc:a6:32:26:67:ab,24.001375,36.0,80,-45,2022-07-08T15:39:48.701+0100,2022-07-08 15:39:50,11.388092445472376,4,,
3992,dc:a6:32:26:67:ab,24.00275,36.0,80,-45,2022-07-08T15:39:50.742+0100,2022-07-08 15:39:51,11.389405865913286,4,,
3993,dc:a6:32:26:67:ab,24.00275,36.0,80,-45,2022-07-08T15:39:50.742+0100,2022-07-08 15:39:52,11.389405865913286,4,,
3994,dc:a6:32:26:67:ab,24.002707,36.0,80,-45,2022-07-08T15:39:52.724+0100,2022-07-08 15:39:53,11.38936479145387,4,,
